state,rank,phase,component_size,component_period
"0,9,12,7,2,11,6,3,0,9,4,13,8,11,6",92898,1,4848,2
"0,9,12,7,2,13,6,3,0,11,8,1,10,13,6",92898,1,4848,2
"0,11,2,5,12,9,6,13,0,7,4,1,8,11,2",92898,1,4848,2
"0,11,2,7,12,3,6,9,0,5,10,1,12,3,8",92898,1,4848,2
"0,11,2,13,8,3,6,9,4,1,10,13,0,7,12",92898,1,4848,2
"0,11,4,1,8,3,6,13,10,5,12,1,8,3,0",92898,1,4848,2
"0,11,4,1,8,5,2,9,6,13,10,7,0,11,4",92898,1,4848,2
"0,11,4,1,8,13,2,7,10,3,6,9,12,5,0",74436,1,14,14
"0,11,4,1,8,13,2,9,6,11,4,7,0,13,2",92898,1,4848,2
"0,11,4,1,10,7,2,9,6,3,12,5,0,11,8",92898,1,4848,2
"0,11,4,1,10,7,2,9,6,3,12,5,0,13,8",92898,1,4848,2
"0,11,4,1,10,7,2,13,6,3,12,5,0,11,8",92898,1,4848,2
"0,11,4,1,10,7,2,13,8,3,12,5,0,11,6",92898,1,4848,2
"0,11,4,1,12,5,2,9,6,3,10,7,0,11,8",92898,1,4848,2
"0,11,4,1,12,9,6,13,10,7,4,1,8,3,0",92898,1,4848,2
"0,11,4,1,12,9,6,13,10,7,4,1,8,5,2",92898,1,4848,2
"0,11,4,7,2,9,6,13,0,11,4,1,8,3,6",92898,1,4848,2
"0,11,4,7,10,3,6,9,2,13,8,1,12,5,0",74444,1,14,14
"0,11,4,7,10,13,2,9,12,1,4,7,0,3,6",92898,1,4848,2
"0,11,4,7,12,3,8,13,2,9,6,1,10,5,0",73616,1,14,14
"0,11,4,13,10,5,2,9,6,1,12,7,0,11,8",92898,1,4848,2
"0,11,4,13,10,7,2,9,6,1,12,5,0,11,8",92898,1,4848,2
"0,11,4,13,10,7,2,9,6,3,12,5,0,11,8",92898,1,4848,2
"0,11,6,1,4,13,8,3,12,9,6,1,10,5,0",92898,1,4848,2
"0,11,6,1,4,13,8,3,12,9,6,1,10,7,0",92898,1,4848,2
"0,11,6,1,10,5,2,9,12,3,8,13,4,7,0",68285,1,14,14
"0,11,6,1,10,5,2,13,8,3,12,7,0,11,6",92898,1,4848,2
"0,11,6,1,10,5,2,13,8,3,12,7,10,5,0",92898,1,4848,2
"0,11,6,1,10,5,8,3,12,7,2,13,10,5,0",92898,1,4848,2
"0,11,6,1,10,7,2,13,8,3,12,5,0,11,6",92898,1,4848,2
"0,11,6,1,10,7,4,13,8,3,12,1,10,5,0",92898,1,4848,2
"0,11,6,1,10,13,8,3,12,7,4,1,10,5,0",92898,1,4848,2
"0,11,6,1,12,5,2,13,8,3,10,7,0,11,6",83663,1,12,12
"0,11,6,1,12,7,2,13,8,3,10,5,0,11,6",92898,1,4848,2
"0,11,6,1,12,9,4,13,8,3,6,1,10,5,0",92898,1,4848,2
"0,11,6,3,10,5,2,13,8,1,12,7,0,11,6",92898,1,4848,2
"0,11,6,3,10,5,2,13,8,1,12,7,4,11,6",92898,1,4848,2
"0,11,6,3,10,5,2,13,8,1,12,9,4,11,6",92898,1,4848,2
"0,11,6,3,10,7,2,13,0,5,12,9,4,11,8",92898,1,4848,2
"0,11,6,3,10,7,2,13,8,1,12,5,0,11,6",92898,1,4848,2
"0,11,6,3,10,7,2,13,8,1,12,9,4,11,6",92898,1,4848,2
"0,11,6,3,10,7,4,1,8,13,2,9,12,5,0",64448,0,14,14
"0,11,6,3,12,5,2,13,8,1,10,7,0,11,6",92898,1,4848,2
"0,11,6,3,12,5,2,13,8,1,10,7,4,11,6",92898,1,4848,2
"0,11,6,3,12,7,2,13,8,1,4,9,0,5,10",92898,1,4848,2
"0,11,6,3,12,7,2,13,8,1,10,5,0,11,6",92898,1,4848,2
"0,11,6,3,12,9,2,13,8,1,4,7,0,11,6",92898,1,4848,2
"0,11,6,3,12,9,4,1,10,7,2,13,8,5,0",64372,0,14,14
"0,11,6,9,4,13,8,3,0,11,6,1,10,5,8",92898,1,4848,2
"0,11,6,9,4,13,8,3,0,11,6,1,10,13,8",92898,1,4848,2
"0,11,6,13,8,5,2,9,4,1,10,7,0,11,6",92898,1,4848,2
"0,11,6,13,8,5,2,9,4,1,10,13,0,7,12",92898,1,4848,2
"0,11,6,13,8,5,2,9,4,1,12,7,0,11,6",92898,1,4848,2
"0,11,6,13,10,5,2,9,0,3,8,13,4,11,6",92898,1,4848,2
"0,11,6,13,10,5,2,9,0,3,12,7,4,11,6",92898,1,4848,2
"0,11,6,13,10,5,2,9,4,1,8,13,0,7,12",92898,1,4848,2
"0,11,6,13,10,5,2,9,4,1,8,13,0,11,6",92898,1,4848,2
"0,11,6,13,10,5,2,9,4,1,12,7,0,11,6",92898,1,4848,2
"0,11,6,13,10,5,2,9,4,1,12,7,0,11,8",92898,1,4848,2
"0,11,6,13,10,5,8,3,0,7,2,13,10,5,12",92898,1,4848,2
"0,11,6,13,10,7,2,9,4,1,12,5,0,11,6",92898,1,4848,2
"0,11,6,13,10,7,2,9,4,1,12,5,0,11,8",92898,1,4848,2
"0,11,8,1,4,13,6,3,10,7,2,9,12,5,0",92898,1,4848,2
"0,11,8,1,10,5,2,13,6,3,12,7,0,11,8",85015,0,12,12
"0,11,8,1,10,7,2,13,6,3,12,5,0,11,8",92898,1,4848,2
"0,11,8,1,10,7,2,13,6,3,12,9,4,11,8",92898,1,4848,2
"0,11,8,1,10,7,4,13,6,3,12,9,2,11,8",92898,1,4848,2
"0,11,8,1,10,13,6,3,12,5,8,1,10,7,0",92898,1,4848,2
"0,11,8,1,10,13,6,3,12,7,4,1,10,5,0",92898,1,4848,2
"0,11,8,1,12,5,2,13,6,3,10,7,0,11,8",92898,1,4848,2
"0,11,8,1,12,5,2,13,6,3,10,7,4,11,8",92898,1,4848,2
"0,11,8,1,12,7,2,13,6,3,10,5,0,11,8",101342,1,12,12
"0,11,8,1,12,9,6,3,10,7,4,1,12,5,0",92898,1,4848,2
"0,11,8,1,12,9,6,3,10,7,4,1,12,5,2",92898,1,4848,2
"0,11,8,3,10,5,2,13,6,1,12,7,0,11,8",92898,1,4848,2
"0,11,8,3,10,5,2,13,6,1,12,7,4,11,8",92898,1,4848,2
"0,11,8,3,10,5,2,13,6,1,12,9,4,11,8",92898,1,4848,2
"0,11,8,3,10,7,2,5,0,13,4,9,12,7,2",92898,1,4848,2
"0,11,8,3,10,7,2,13,6,1,12,5,0,11,8",92898,1,4848,2
"0,11,8,3,10,7,2,13,6,1,12,9,4,11,8",92898,1,4848,2
"0,11,8,3,10,7,4,13,6,1,12,9,2,11,8",92898,1,4848,2
"0,11,8,3,12,5,2,13,6,1,10,7,0,11,8",90777,0,12,12
"0,11,8,3,12,7,2,5,0,9,4,13,10,7,2",92898,1,4848,2
"0,11,8,3,12,7,2,13,6,1,10,5,0,9,4",92898,1,4848,2
"0,11,8,3,12,7,2,13,6,1,10,5,0,11,8",92898,1,4848,2
"0,11,8,5,2,9,6,3,0,11,4,1,12,9,6",92898,1,4848,2
"0,11,8,5,2,9,6,3,10,13,4,1,12,7,0",85064,1,14,14
"0,11,8,5,2,13,6,3,0,11,8,1,10,13,6",92898,1,4848,2
"0,11,8,5,2,13,6,3,0,11,8,1,12,9,6",92898,1,4848,2
"0,11,8,5,2,13,6,3,12,9,4,1,10,7,0",92898,1,4848,2
"0,11,8,5,12,9,6,3,0,7,4,1,12,9,2",92898,1,4848,2
"0,11,8,13,2,9,6,3,0,11,4,1,12,9,6",92898,1,4848,2
"0,13,2,7,10,3,6,11,0,13,8,1,4,9,2",92898,1,4848,2
"0,13,2,9,12,5,10,7,0,3,8,1,12,5,10",92898,1,4848,2
"0,13,4,1,8,11,2,7,10,3,6,9,12,5,0",74387,1,14,14
"0,13,4,7,2,9,6,1,10,13,4,11,8,3,0",92898,1,4848,2
"0,13,4,7,2,11,8,1,10,13,6,3,12,5,8",92898,1,4848,2
"0,13,4,9,12,5,10,7,0,3,8,1,12,5,10",92898,1,4848,2
"0,13,4,9,12,7,2,11,6,1,4,9,0,13,8",92898,1,4848,2
"0,13,4,9,12,7,2,11,6,1,10,5,0,13,8",92898,1,4848,2
"0,13,6,1,4,11,8,3,10,13,6,1,12,5,0",92898,1,4848,2
"0,13,6,1,4,11,8,3,10,13,6,1,12,7,0",92898,1,4848,2
"0,13,6,1,8,5,2,11,4,13,10,7,0,9,6",92898,1,4848,2
"0,13,6,1,10,5,2,9,12,3,8,11,4,7,0",68349,1,14,14
"0,13,6,1,10,5,2,11,8,3,12,7,0,13,6",84454,0,12,12
"0,13,6,1,10,7,2,11,8,3,12,5,0,13,6",92898,1,4848,2
"0,13,6,1,10,7,2,11,8,13,4,9,0,5,2",92898,1,4848,2
"0,13,6,1,12,5,2,11,8,3,10,7,0,13,6",92898,1,4848,2
"0,13,6,1,12,5,2,11,8,3,10,7,4,13,6",92898,1,4848,2
"0,13,6,1,12,7,2,11,8,3,10,5,0,13,6",101385,1,12,12
"0,13,6,3,10,5,2,11,8,1,12,7,0,13,6",92898,1,4848,2
"0,13,6,3,10,5,2,11,8,1,12,7,4,13,6",92898,1,4848,2
"0,13,6,3,10,7,2,11,8,1,12,5,0,13,6",76343,0,12,12
"0,13,6,3,12,5,2,11,8,1,10,7,0,13,6",92898,1,4848,2
"0,13,6,3,12,5,2,11,8,1,10,7,4,13,6",92898,1,4848,2
"0,13,6,3,12,7,2,11,8,1,10,5,0,13,6",97899,0,12,12
"0,13,6,3,12,9,4,1,10,7,2,11,8,5,0",98837,0,14,14
"0,13,6,9,2,5,10,1,4,11,8,3,12,7,0",60140,0,14,14
"0,13,6,9,2,5,10,3,0,7,12,1,8,13,10",92898,1,4848,2
"0,13,6,9,2,7,4,11,0,5,12,9,2,7,10",92898,1,4848,2
"0,13,6,9,2,7,4,11,0,5,12,9,2,13,10",92898,1,4848,2
"0,13,6,9,2,7,10,3,0,5,12,1,8,13,10",92898,1,4848,2
"0,13,6,9,12,3,8,11,2,5,10,1,4,7,0",80415,1,14,14
"0,13,6,9,12,5,2,11,0,3,10,7,4,13,6",92898,1,4848,2
"0,13,6,11,2,5,10,3,0,7,12,1,8,13,10",92898,1,4848,2
"0,13,6,11,2,7,10,3,0,5,12,1,8,13,10",92898,1,4848,2
"0,13,8,1,4,7,10,3,6,11,2,5,12,9,0",97572,1,14,14
"0,13,8,1,4,9,2,5,10,13,6,11,0,3,8",92898,1,4848,2
"0,13,8,1,4,11,2,5,10,13,6,9,0,3,8",92898,1,4848,2
"0,13,8,1,4,11,6,3,10,7,2,9,12,5,0",92898,1,4848,2
"0,13,8,1,4,11,6,3,10,13,8,1,12,5,0",92898,1,4848,2
"0,13,8,1,4,11,6,3,10,13,8,1,12,7,0",92898,1,4848,2
"0,13,8,1,4,11,6,3,12,7,2,9,0,5,10",92898,1,4848,2
"0,13,8,1,10,5,2,11,6,3,12,7,0,13,8",92898,1,4848,2
"0,13,8,1,10,7,2,11,6,3,12,5,0,13,8",92898,1,4848,2
"0,13,8,1,10,7,4,11,6,3,12,9,2,13,8",92898,1,4848,2
"0,13,8,1,12,5,2,11,6,3,10,7,0,13,8",103193,1,12,12
"0,13,8,1,12,7,2,11,6,3,10,5,0,13,8",101516,1,12,12
"0,13,8,1,12,9,6,3,10,7,4,1,12,5,0",92898,1,4848,2
"0,13,8,1,12,9,6,3,10,7,4,1,12,5,2",92898,1,4848,2
"0,13,8,3,10,5,2,11,6,1,12,7,0,13,8",59624,0,12,12
"0,13,8,3,10,7,2,11,6,1,12,5,0,13,8",59549,0,12,12
"0,13,8,3,12,5,2,11,6,1,10,7,0,13,8",90874,0,12,12
"0,13,8,3,12,7,2,11,6,1,4,9,0,13,8",92898,1,4848,2
"0,13,8,3,12,7,2,11,6,1,10,5,0,9,4",92898,1,4848,2
"0,13,8,3,12,7,2,11,6,1,10,5,0,13,8",92898,1,4848,2
"0,13,8,3,12,7,10,5,0,9,4,1,12,7,2",92898,1,4848,2
"0,13,8,5,2,11,6,3,12,9,4,1,10,7,0",84311,1,14,14
"0,13,8,11,6,3,10,5,2,13,8,1,12,7,0",92898,1,4848,2
"0,13,8,11,6,3,10,5,2,13,8,1,12,7,4",92898,1,4848,2
"0,13,8,11,6,3,10,5,2,13,8,1,12,9,4",92898,1,4848,2
"0,13,10,1,4,9,2,5,8,13,6,11,0,3,10",92898,1,4848,2
"0,13,10,1,4,9,6,3,8,13,2,11,0,5,10",92898,1,4848,2
"0,13,10,1,6,9,2,5,8,11,4,7,12,3,0",83456,1,14,14
"0,13,10,5,12,9,6,3,0,7,4,1,12,9,2",92898,1,4848,2
"0,13,10,7,2,9,6,3,0,11,4,1,12,9,6",92898,1,4848,2
"0,13,10,7,2,11,6,3,0,13,8,1,12,9,6",92898,1,4848,2
"1,4,7,0,3,6,9,12,5,8,11,0,3,10,13",92898,0,4848,2
"1,4,7,0,3,6,9,12,5,10,13,0,3,8,1",92898,0,4848,2
"1,4,7,0,3,10,13,2,9,12,5,0,11,4,7",92898,0,4848,2
"1,4,7,0,3,10,13,2,9,12,5,8,11,4,7",92898,0,4848,2
"1,4,7,0,5,8,11,2,9,12,3,6,13,4,7",92898,0,4848,2
"1,4,7,0,5,8,13,2,9,12,3,6,11,4,7",92898,0,4848,2
"1,4,7,0,11,6,13,10,5,2,9,0,3,8,13",92898,0,4848,2
"1,4,7,0,11,6,13,10,5,2,9,0,3,12,7",92898,0,4848,2
"1,4,7,0,13,6,9,12,3,8,11,2,5,10,1",80415,0,14,14
"1,4,7,0,13,6,9,12,5,2,11,0,3,10,7",92898,0,4848,2
"1,4,7,10,3,6,9,12,1,8,11,0,3,6,13",92898,0,4848,2
"1,4,7,10,3,6,9,12,1,8,13,0,3,6,11",92898,0,4848,2
"1,4,7,10,3,6,11,0,5,12,9,2,13,8,1",92466,1,14,14
"1,4,7,10,3,6,11,2,5,12,9,0,13,8,1",97572,0,14,14
"1,4,7,10,13,6,9,12,1,4,11,0,3,6,9",92898,0,4848,2
"1,4,7,12,3,6,13,10,1,8,11,0,3,6,13",92898,0,4848,2
"1,4,7,12,3,8,13,10,1,6,11,0,3,8,13",92898,0,4848,2
"1,4,7,12,3,8,13,10,1,6,11,0,5,8,13",92898,0,4848,2
"1,4,7,12,3,8,13,10,1,6,11,2,5,8,13",92898,0,4848,2
"1,4,7,12,5,8,11,2,9,0,3,6,13,4,7",92898,0,4848,2
"1,4,7,12,5,8,13,2,9,0,3,6,11,4,7",92898,0,4848,2
"1,4,7,12,5,10,13,2,9,0,3,6,11,4,7",92898,0,4848,2
"1,4,7,12,5,10,13,2,9,0,3,8,11,4,7",92898,0,4848,2
"1,4,9,0,5,10,7,12,3,8,13,0,5,10,1",92898,0,4848,2
"1,4,9,0,5,10,7,12,3,8,13,2,5,10,1",92898,0,4848,2
"1,4,9,0,5,10,13,6,3,12,7,2,11,8,1",97942,0,14,14
"1,4,9,0,5,10,13,6,11,2,7,0,3,8,13",92898,0,4848,2
"1,4,9,0,13,6,11,2,5,10,3,0,7,12,1",92898,0,4848,2
"1,4,9,0,13,6,11,2,7,10,3,0,5,12,1",92898,0,4848,2
"1,4,9,0,13,8,11,6,3,10,5,2,13,8,1",92898,0,4848,2
"1,4,9,2,5,8,13,6,11,0,3,10,1,4,7",92898,0,4848,2
"1,4,9,2,5,8,13,6,11,0,3,10,1,4,9",92898,0,4848,2
"1,4,9,2,5,10,13,6,11,0,3,8,1,4,7",92898,0,4848,2
"1,4,9,2,5,10,13,6,11,0,3,8,1,4,9",92898,0,4848,2
"1,4,9,2,7,10,13,6,11,0,3,8,1,4,9",92898,0,4848,2
"1,4,9,2,7,10,13,6,11,0,5,8,1,4,9",92898,0,4848,2
"1,4,9,6,3,8,13,2,11,0,5,10,7,4,9",92898,0,4848,2
"1,4,9,12,3,6,11,0,5,8,13,2,7,10,1",82354,1,14,14
"1,4,9,12,3,6,11,2,5,8,13,0,7,10,1",94783,0,14,14
"1,4,9,12,3,6,13,0,5,8,11,2,7,10,1",82832,1,14,14
"1,4,9,12,3,6,13,2,5,8,11,0,7,10,1",92898,0,4848,2
"1,4,9,12,3,6,13,2,5,8,11,0,7,10,13",92898,0,4848,2
"1,4,9,12,3,10,13,2,7,0,5,8,11,4,9",92898,0,4848,2
"1,4,9,12,5,8,13,2,7,0,3,6,11,4,9",92898,0,4848,2
"1,4,9,12,5,10,13,2,7,0,3,6,11,4,9",92898,0,4848,2
"1,4,9,12,5,10,13,2,7,0,3,8,5,10,13",92898,0,4848,2
"1,4,9,12,5,10,13,2,7,0,3,8,11,4,9",92898,0,4848,2
"1,4,11,0,3,6,9,2,5,8,11,0,7,10,13",92898,0,4848,2
"1,4,11,0,3,6,9,2,7,10,13,0,5,12,1",92898,0,4848,2
"1,4,11,0,3,6,9,2,13,8,11,0,5,10,1",92898,0,4848,2
"1,4,11,0,3,10,13,6,9,12,5,8,1,4,7",92898,0,4848,2
"1,4,11,0,5,8,13,6,9,12,3,10,1,4,7",92898,0,4848,2
"1,4,11,0,5,12,9,6,3,10,7,2,13,8,1",79228,1,14,14
"1,4,11,0,5,12,9,6,13,2,7,0,3,8,11",92898,0,4848,2
"1,4,11,0,7,10,13,6,9,2,5,8,1,4,11",92898,0,4848,2
"1,4,11,0,13,6,9,2,5,10,3,0,7,12,1",92898,0,4848,2
"1,4,11,0,13,6,9,2,7,4,11,0,5,12,9",92898,0,4848,2
"1,4,11,0,13,6,9,2,7,10,3,0,5,12,1",92898,0,4848,2
"1,4,11,2,5,8,13,6,9,0,3,10,1,4,7",92898,0,4848,2
"1,4,11,2,5,8,13,6,9,12,3,10,1,4,7",92898,0,4848,2
"1,4,11,2,5,10,13,6,9,0,3,8,1,4,7",92898,0,4848,2
"1,4,11,6,3,10,7,0,9,12,5,2,13,4,7",92898,0,4848,2
"1,4,11,6,3,10,7,2,9,12,5,0,13,4,7",92898,0,4848,2
"1,4,11,6,3,10,13,8,1,12,5,0,3,10,7",92898,0,4848,2
"1,4,11,6,3,10,13,8,1,12,7,0,3,10,5",92898,0,4848,2
"1,4,11,6,3,12,7,2,9,0,5,10,13,4,11",92898,0,4848,2
"1,4,11,8,3,10,13,6,1,12,5,0,3,10,7",92898,0,4848,2
"1,4,11,8,3,10,13,6,1,12,7,0,3,10,5",92898,0,4848,2
"1,4,11,8,3,12,7,0,13,6,9,2,5,10,1",60140,1,14,14
"1,4,11,8,3,12,7,2,13,6,9,0,5,10,1",87938,0,14,14
"1,4,13,0,5,12,9,6,3,10,7,2,11,8,1",98275,1,14,14
"1,4,13,6,3,10,7,2,9,12,5,0,11,4,7",92898,0,4848,2
"1,4,13,8,3,12,9,6,1,10,5,0,3,12,7",92898,0,4848,2
"1,4,13,8,3,12,9,6,1,10,7,0,3,12,5",92898,0,4848,2
"1,4,13,10,3,6,9,0,5,8,11,2,7,12,1",82816,1,14,14
"1,4,13,10,3,6,9,2,5,8,11,0,7,12,1",94528,0,14,14
"1,6,3,8,13,4,9,12,1,6,11,0,5,10,3",92898,0,4848,2
"1,6,3,8,13,4,9,12,1,6,11,2,7,4,9",92898,0,4848,2
"1,6,9,0,3,8,11,2,5,10,13,4,7,12,1",91327,1,14,14
"1,6,9,0,3,10,13,4,7,12,5,8,11,2,9",92898,0,4848,2
"1,6,9,0,7,10,13,4,11,2,5,8,1,6,9",92898,0,4848,2
"1,6,9,0,7,10,13,4,11,2,5,8,1,6,13",92898,0,4848,2
"1,6,9,2,5,8,11,4,7,12,3,0,13,10,1",83456,0,14,14
"1,6,9,2,5,10,13,4,11,0,3,8,1,6,9",92898,0,4848,2
"1,6,9,2,7,4,13,0,5,12,9,2,7,10,1",92898,0,4848,2
"1,6,9,2,7,4,13,0,5,12,9,2,7,10,3",92898,0,4848,2
"1,6,9,2,7,4,13,0,5,12,9,2,11,8,3",92898,0,4848,2
"1,6,9,2,7,10,13,4,11,0,3,8,1,6,9",92898,0,4848,2
"1,6,9,2,7,10,13,4,11,0,5,8,1,6,9",92898,0,4848,2
"1,6,9,2,13,8,3,12,7,4,11,0,5,10,1",81900,1,14,14
"1,6,9,12,3,8,13,2,5,0,11,4,7,10,13",92898,0,4848,2
"1,6,9,12,3,8,13,4,1,6,11,0,7,10,13",92898,0,4848,2
"1,6,9,12,3,8,13,4,1,6,11,2,7,10,13",92898,0,4848,2
"1,6,9,12,3,10,13,2,7,0,5,8,11,4,9",92898,0,4848,2
"1,6,9,12,3,10,13,4,7,0,5,8,11,2,9",92898,0,4848,2
"1,6,9,12,5,10,13,2,7,0,3,8,5,10,13",92898,0,4848,2
"1,6,9,12,5,10,13,2,7,0,3,8,11,4,9",92898,0,4848,2
"1,6,9,12,5,10,13,4,7,0,3,8,11,2,9",92898,0,4848,2
"1,6,11,0,3,8,13,4,9,6,11,0,7,12,1",92898,0,4848,2
"1,6,11,0,3,8,13,4,9,6,11,2,7,12,1",92898,0,4848,2
"1,6,11,0,5,8,13,2,7,12,3,0,5,10,1",92898,0,4848,2
"1,6,11,0,5,10,3,8,13,2,7,12,1,4,9",92898,0,4848,2
"1,6,11,0,5,10,3,8,13,2,7,12,1,6,11",92898,0,4848,2
"1,6,11,0,5,12,3,8,13,2,7,10,1,4,11",92898,0,4848,2
"1,6,11,0,5,12,3,8,13,2,7,10,1,6,11",92898,0,4848,2
"1,6,11,0,5,12,9,4,13,8,3,0,7,2,11",92898,0,4848,2
"1,6,11,0,7,4,13,8,3,12,9,2,5,10,1",82929,1,14,14
"1,6,11,0,7,10,3,8,13,2,5,12,1,6,11",93709,1,12,12
"1,6,11,0,7,10,13,2,5,12,3,0,7,10,1",92898,0,4848,2
"1,6,11,0,7,12,3,8,13,2,5,10,1,6,11",92898,0,4848,2
"1,6,11,0,7,12,3,8,13,4,9,0,5,10,1",92898,0,4848,2
"1,6,11,2,5,8,13,4,7,10,3,0,9,12,1",82259,0,14,14
"1,6,11,2,5,8,13,4,9,0,11,2,7,12,3",92898,0,4848,2
"1,6,11,2,5,10,3,8,13,0,7,12,1,6,11",102581,0,12,12
"1,6,11,2,5,12,3,8,13,0,7,10,1,6,11",93214,0,12,12
"1,6,11,2,5,12,9,4,13,8,3,0,7,10,1",93360,0,14,14
"1,6,11,2,7,4,9,0,5,10,13,2,7,12,3",92898,0,4848,2
"1,6,11,2,7,10,3,0,9,4,13,8,5,12,1",69780,1,14,14
"1,6,11,2,7,10,3,8,13,0,5,12,1,6,11",104470,0,12,12
"1,6,11,2,7,10,13,4,9,0,5,2,7,12,3",92898,0,4848,2
"1,6,11,2,7,12,3,8,13,0,5,10,1,6,3",92898,0,4848,2
"1,6,11,2,7,12,3,8,13,0,5,10,1,6,11",92898,0,4848,2
"1,6,11,2,7,12,3,8,13,4,9,0,5,10,1",92898,0,4848,2
"1,6,11,2,7,12,9,4,13,0,5,2,7,10,3",92898,0,4848,2
"1,6,11,2,13,4,9,0,5,8,11,2,7,10,3",92898,0,4848,2
"1,6,11,2,13,4,9,0,5,8,11,2,7,12,3",92898,0,4848,2
"1,6,11,4,13,8,3,0,9,2,5,10,13,6,11",92898,0,4848,2
"1,6,11,8,13,4,9,0,3,6,11,2,7,12,9",92898,0,4848,2
"1,6,13,0,3,12,9,4,7,10,5,0,11,2,13",92898,0,4848,2
"1,6,13,0,3,12,9,4,11,8,5,0,7,2,13",92898,0,4848,2
"1,6,13,0,5,10,3,8,11,2,7,12,1,6,13",81309,1,12,12
"1,6,13,0,5,12,3,8,11,2,7,10,1,6,13",92898,0,4848,2
"1,6,13,0,5,12,9,4,11,8,3,0,7,2,13",92898,0,4848,2
"1,6,13,0,7,4,11,8,3,12,9,2,5,10,1",74951,1,14,14
"1,6,13,0,7,10,3,8,11,2,5,12,1,6,9",92898,0,4848,2
"1,6,13,0,7,10,3,8,11,2,5,12,1,6,13",92898,0,4848,2
"1,6,13,0,7,12,3,8,11,2,5,10,1,6,13",80357,1,12,12
"1,6,13,0,7,12,9,2,5,10,3,0,7,12,1",92898,0,4848,2
"1,6,13,2,5,8,11,4,7,10,3,0,9,12,1",82611,0,14,14
"1,6,13,2,5,10,3,8,11,0,7,12,1,4,9",92898,0,4848,2
"1,6,13,2,5,10,3,8,11,0,7,12,1,6,9",92898,0,4848,2
"1,6,13,2,5,10,3,8,11,0,7,12,1,6,13",92898,0,4848,2
"1,6,13,2,5,12,3,8,11,0,7,10,1,6,13",91046,0,12,12
"1,6,13,2,7,4,9,0,5,10,13,2,7,12,3",92898,0,4848,2
"1,6,13,2,7,10,3,8,11,0,5,12,1,4,9",92898,0,4848,2
"1,6,13,2,7,10,3,8,11,0,5,12,1,6,9",92898,0,4848,2
"1,6,13,2,7,10,3,8,11,0,5,12,1,6,13",92898,0,4848,2
"1,6,13,2,7,12,3,8,11,0,5,10,1,6,3",92898,0,4848,2
"1,6,13,2,7,12,3,8,11,0,5,10,1,6,13",92898,0,4848,2
"1,6,13,4,7,10,3,0,11,2,5,12,9,6,13",92898,0,4848,2
"1,6,13,4,7,10,3,8,11,0,5,12,1,6,9",92898,0,4848,2
"1,6,13,4,7,10,3,8,11,0,5,12,1,6,13",92898,0,4848,2
"1,6,13,4,7,10,3,8,11,2,5,12,1,6,9",92898,0,4848,2
"1,6,13,4,7,10,3,8,11,2,5,12,1,6,13",92898,0,4848,2
"1,6,13,10,3,8,11,2,7,0,13,4,9,12,5",92898,0,4848,2
"1,6,13,10,3,8,11,4,1,6,13,0,7,12,9",92898,0,4848,2
"1,6,13,10,3,8,11,4,7,0,13,2,9,12,5",92898,0,4848,2
"1,8,3,0,7,10,5,12,9,2,13,0,7,4,11",92898,0,4848,2
"1,8,3,0,7,10,5,12,9,4,13,0,7,2,11",92898,0,4848,2
"1,8,3,0,9,6,13,10,5,2,11,4,1,8,13",92898,0,4848,2
"1,8,3,0,9,6,13,10,5,2,11,4,1,12,7",92898,0,4848,2
"1,8,3,0,11,4,13,10,5,2,9,6,1,12,7",92898,0,4848,2
"1,8,3,0,11,4,13,10,7,2,9,6,1,12,5",92898,0,4848,2
"1,8,3,0,11,6,13,10,5,2,9,4,1,8,13",92898,0,4848,2
"1,8,3,0,11,6,13,10,5,2,9,4,1,12,7",92898,0,4848,2
"1,8,3,0,11,6,13,10,5,8,3,0,7,2,13",92898,0,4848,2
"1,8,3,0,11,6,13,10,7,2,9,4,1,12,5",92898,0,4848,2
"1,8,3,0,13,10,5,12,9,6,3,0,7,4,1",92898,0,4848,2
"1,8,3,6,13,10,5,12,1,8,3,0,7,10,5",92898,0,4848,2
"1,8,5,0,9,4,13,10,3,6,11,2,7,12,1",69619,1,14,14
"1,8,5,0,11,4,13,10,7,2,9,6,1,12,5",92898,0,4848,2
"1,8,5,0,11,4,13,10,7,2,9,6,3,12,5",92898,0,4848,2
"1,8,5,0,11,6,13,10,7,2,9,4,1,12,5",92898,0,4848,2
"1,8,5,2,9,6,13,10,7,0,11,4,1,12,5",92898,0,4848,2
"1,8,5,2,11,4,13,10,7,0,9,6,1,12,5",92898,0,4848,2
"1,8,5,2,11,4,13,10,7,0,9,6,3,12,5",92898,0,4848,2
"1,8,5,2,13,10,3,0,11,8,5,12,9,6,3",92898,0,4848,2
"1,8,5,12,3,6,13,10,1,8,11,0,3,6,13",92898,0,4848,2
"1,8,5,12,3,6,13,10,1,8,11,0,7,4,13",92898,0,4848,2
"1,8,5,12,3,6,13,10,1,8,11,2,7,4,13",92898,0,4848,2
"1,8,5,12,9,6,13,10,3,0,11,4,1,8,5",92898,0,4848,2
"1,8,5,12,9,6,13,10,3,0,11,4,1,8,13",92898,0,4848,2
"1,8,11,0,3,6,13,2,5,8,11,0,7,10,1",92898,0,4848,2
"1,8,11,0,3,6,13,2,5,8,11,0,7,10,13",92898,0,4848,2
"1,8,11,0,3,6,13,2,5,8,11,4,7,10,13",92898,0,4848,2
